"eventType","A","B","C","D","E"
"EXPECTED","-0.12787345174397147","1.2161840659218677","0.967313471258988","2.9939100264214535","4.926670376727744"
"EXPECTED","1.489763816176306","3.5749937216532937","0.6736027357001866","1.5113161851682326","5.2564807849171595"
"EXPECTED","-0.520878058004119","1.9401462405858803","1.0274620724332546","0.34471804267896","5.3837622101854645"
"EXPECTED","-0.4072853192129289","2.9872695573542827","1.3982360023539355","2.3262453601836146","5.060882050643413"
"EXPECTED","0.4192380138941084","3.5274490452280136","1.548827699362386","2.0640162163527216","5.273830025700856"
"EXPECTED","0.6375478826844583","1.7375607123040115","1.2858434287227996","2.771147687649722","5.682388065364345"
"EXPECTED","-0.3760327326180284","0.2960603642217645","0.5209583600730202","3.1058901882837016","4.611368475280868"
"EXPECTED","1.5798115352537665","2.2340832083321844","1.8959236454740627","2.1706910789694756","5.144270302963821"
"EXPECTED","1.6633661317610646","2.1733082267182047","0.1387868841865061","3.074056230186729","5.267108224022881"
"EXPECTED","0.25113129940923007","2.023314614860597","1.6820551298629969","2.1298238766696653","5.563122365078199"
"EXPECTED","1.2330361280363595","2.615365842994395","1.7150711470900422","1.8046461450250695","5.186586467902877"
"EXPECTED","-0.4743945985283584","1.5340674580645577","0.9954056071057064","2.498350767272572","5.230830530299123"
"EXPECTED","2.1087972431292927","1.377585171441262","0.9123394402323579","2.424524064603573","5.098285980852793"
"EXPECTED","1.0058326261095518","0.5463904664379606","0.8209021861029507","1.0582380385245371","4.501782546672384"
"EXPECTED","1.8824520903892148","0.8709903233226415","0.9145014092380931","1.1750566822231587","5.0242575282857675"
"EXPECTED","1.359927387913277","2.291896753144944","0.5634837793652103","2.1400767574747412","4.335280219391529"
"EXPECTED","0.7343530047920575","2.8064099231157305","1.0311754134870195","1.267378630523445","5.290344598012521"
"EXPECTED","-0.285096631078414","2.275297960790692","0.44447762837720284","2.3685302888882047","4.991508901780919"
"EXPECTED","1.8521351573236997","1.8829263820729552","1.782436607526944","3.3270998354280508","5.0209601812011595"
"EXPECTED","-0.1467610038836964","1.870596141302985","1.4107572874656327","2.2401786102106267","4.991244725311758"
"EXPECTED","2.1897358511946363","1.0076570607342314","0.9434718960134817","2.5656369070189555","4.467412107900537"
"EXPECTED","0.6470712952886711","1.016788874884237","1.5628555033791203","2.8272771686407205","4.944910849896681"
"EXPECTED","0.7994296617512593","2.403782661158844","0.5908040617034871","1.4814404371160104","5.317817507434506"
"EXPECTED","0.1982083428825332","1.5564825985138508","0.7322344434083201","1.8082380561091416","5.203609251082757"
"EXPECTED","0.2642551511581108","0.9501406252370816","-0.08873217496994212","2.1829228797498614","5.599452423262988"
"EXPECTED","0.8077479927790213","2.0396756147098936","0.41208610470749285","0.0013494430098339727","5.086864687936866"
"EXPECTED","2.283053144219271","2.4062829792560696","1.261471270297262","2.4652388536030356","5.413000592156468"
"EXPECTED","0.9452334313247597","1.5125278500260204","1.3912443595506123","2.722992739050559","5.142690249020434"
"EXPECTED","-0.012237559662878539","1.6299856912556483","1.110271652076517","1.040178076859616","5.234318822373014"
"EXPECTED","-0.08662161291544379","2.1079626236461704","0.9434510425319778","3.555990340748559","4.94924945172611"
"EXPECTED","1.383552990550533","2.578802708274602","1.205138683932439","1.608996718625089","5.024231080468303"
"EXPECTED","1.921890899375742","2.1205217736877087","1.0112829000778498","0.5825642136876661","4.4571503994490635"
"EXPECTED","0.26320140168077255","2.3214713157865345","0.870288670802593","-0.11315813347064818","4.9415027625342365"
"EXPECTED","2.3318464332666946","1.5730401546470214","0.7574081425789312","0.9474774724940331","4.661490263941507"
"EXPECTED","1.8077332734308884","1.2806201392573966","0.33477558057128176","2.376684598481694","5.215272512722254"
"EXPECTED","1.5409350931784798","1.8762501603814046","0.9083428812631346","1.845909958806625","5.291996848539"
"EXPECTED","2.509378149462445","1.0950338843801288","0.793340548217998","1.1101359327000941","5.192508053743881"
"EXPECTED","-0.24908683943665055","2.0099084714674476","0.85238649578807","1.903315614034182","4.91130955443219"
"EXPECTED","0.9056397981403936","1.879597000449217","0.7799293963876542","2.826724473969675","4.573629746026817"
"EXPECTED","0.6010424117507732","1.4154625740699007","0.8166976831971369","2.5976270289865986","5.151914205300526"
"EXPECTED","2.1450236418707362","1.2311921145071456","0.5794408139572247","2.917639347965196","4.962561055426366"
"EXPECTED","2.465495914825813","2.0183796126523132","0.4590131377842023","2.0136190142920007","5.112897317609124"
"EXPECTED","0.20817972010274932","2.4101372638375516","1.001657713553731","1.0165531805513082","4.982214437534472"
"EXPECTED","1.2100806213287794","1.968558721398572","0.28316773123467676","2.300088994370819","5.221259057460116"
"EXPECTED","2.442981718049258","1.8701296330027117","0.6027460909909294","2.4508205278040527","5.293653060475168"
"EXPECTED","1.7716115059082331","2.29351123222372","1.4579015672748512","2.3363266619957423","4.575282256105789"
"EXPECTED","0.8451775861036687","1.6842995312750961","0.8931166281736632","2.2666456670988424","4.703943028156711"
"EXPECTED","1.6364468789476039","1.2303481011832038","1.6284559251986446","1.274978220299777","5.101568842355727"
"EXPECTED","-0.3897779705134503","1.1917370247124277","1.8228847571154256","1.850476413650661","4.9494187030562244"
"EXPECTED","0.5480809255584678","2.42692674772818","1.7554268270033218","1.7185591950029933","5.114038411955152"
"EXPECTED","1.8993616184160145","1.3551887113440761","0.5862825471274188","1.584529643698888","4.701181853636715"
"EXPECTED","2.523109242514661","0.8970099691891515","0.6636175103490509","3.0017227920463414","4.588572883253596"
"EXPECTED","0.2507607137401616","2.846615007226284","1.3758952408883185","2.8500871723942804","5.219537459758628"
"EXPECTED","2.185305389572702","2.440207127225955","0.8019713645303272","3.0832038388480294","4.99470124585805"
"EXPECTED","1.1009920392978503","1.967760842162296","1.1639290528541106","3.1352356198420637","4.695612652827832"
"EXPECTED","1.0191726954508253","2.356396335518833","1.052308821513895","1.6090893365249936","5.09186408301728"
"EXPECTED","0.6532257811986877","1.344835251155852","0.6809408005102694","1.6262650776040761","3.9208054448316174"
"EXPECTED","0.2772532561196205","3.012704211167236","1.2218417495059566","2.8810463287432446","4.618851214340232"
"EXPECTED","1.5970937317134835","2.450552929756209","1.2705061309688954","2.0564483432393357","4.965926141827139"
"EXPECTED","2.2054461250239457","1.03572194477869","1.5109740962222373","2.6621622992555696","4.983576225955952"
"EXPECTED","2.006875662465978","2.0933146631730657","1.0519479766912845","-0.5065481110523393","5.10928265238172"
"EXPECTED","0.8286389950855297","2.8167641939617423","0.6659810563639836","2.090691543381852","5.237454336105287"
"EXPECTED","2.040006578264427","2.1513980007137805","1.2427893534175665","1.3462166640737623","4.462522098427994"
"EXPECTED","1.1336335506884814","1.744760971574942","1.4045274010186821","1.7420771930404708","4.943931054254704"
"EXPECTED","2.306508390615849","1.574773952284863","0.7882050517741814","2.177795754078661","5.19409872952583"
"EXPECTED","0.8370225285378047","2.41933680033792","0.8657393921121493","1.2408871504356433","4.605876183589951"
"EXPECTED","1.4831978039028642","2.4928348101571696","1.2886569688803517","1.8060463278465537","4.876945737744178"
"EXPECTED","-1.15012283106373","3.6693050944126973","0.8158276234153392","2.8580307445951627","5.222973740377521"
"EXPECTED","1.9644701595076477","3.780292821525131","1.5733848200206735","2.1386081546505125","4.9502994932778925"
"EXPECTED","2.287039571866509","1.1314979435368282","1.8030027877585288","1.2262639864635823","5.266440551520971"
"EXPECTED","-0.3194665102881089","2.182160315605039","2.0028457309979206","2.8492460037029192","5.34697187770724"
"EXPECTED","2.1823830001219164","2.6232164843922723","1.10242368576916","2.684930900772314","4.909219589401152"
"EXPECTED","1.270779201808648","-0.5938768044634526","0.30888494684026546","2.241237274510572","4.861332334742276"
"EXPECTED","1.9309161533520098","1.3049595836404642","0.19369378982100793","2.593471417639725","4.9758527865263265"
"EXPECTED","0.23806098042129697","1.8337313022770902","1.4557582944548835","1.7654904798357878","5.648196093055752"
"EXPECTED","0.529309251166155","1.6228208051907462","0.8883861638773876","2.3233582157836117","5.4315034266959055"
"EXPECTED","-0.14675060690165465","2.0954176526815176","1.3280141106434304","0.4383205580076044","4.837057785463212"
"EXPECTED","2.0385839845796134","2.0332358672858883","-0.20096958420513822","3.5314433690072873","5.244383180850041"
"EXPECTED","1.4231588105061832","2.3790916943728404","0.8310502098935556","1.2139050448074231","4.7009120145421095"
"EXPECTED","2.1021923046461097","2.2738550671155","1.1539717177628313","1.8092939754888488","4.690152414075195"
"EXPECTED","-0.45395661242813024","1.6778405307503603","0.9014999236284909","2.2390986841017604","4.843659075218014"
"EXPECTED","1.0676514784180478","1.304753924529793","0.8885587865021676","3.0530283264228832","5.347184159867625"
"EXPECTED","2.446043665804301","1.5496214336635723","0.8281399931801475","1.5672197589687773","5.102823712566119"
"EXPECTED","3.016239920302178","1.5160897379846554","2.128299979543287","2.9533480296167043","4.838184436787269"
"EXPECTED","1.8021538632597842","2.069427402692916","0.9318051357826612","0.5367610999388259","4.834641693041035"
"EXPECTED","2.132389661280909","1.8081368023405888","0.8489710126010551","1.0372626737894661","4.8578931673805394"
"EXPECTED","-0.3258473562103079","1.441920843096763","0.5250760894944511","1.894272204227846","4.975980863543359"
"EXPECTED","2.294012721788941","2.3565128582163606","1.2149040492696268","1.081309824114491","4.998794586002325"
"EXPECTED","1.6200286466920208","1.8679759596406407","1.1980931563662651","3.2925769733498536","4.57003206646648"
"EXPECTED","2.4622597303088076","1.5943905238244815","1.2599949503230936","2.658770710090075","4.904431347236452"
"EXPECTED","2.4775539702559843","3.2487165533771165","1.8010335323263542","2.4262186161744554","5.380961863324789"
"EXPECTED","0.8717360759517309","2.4743745745930057","0.9527667219602529","0.3378693157711459","4.41223870352478"
"EXPECTED","0.9153737450441151","1.863795390765185","1.7131509673090157","2.638310050305435","4.987019730103309"
"EXPECTED","2.399870882956754","2.0809625211197242","0.4757543030159872","2.156712222480824","4.318687695083537"
"EXPECTED","2.358936777346109","1.6675770898616458","1.1917222135914647","1.9247487053769423","5.2010412286924605"
"EXPECTED","0.6986195545902374","2.1258138673402875","1.0368492727148682","0.6949079175048625","4.839696841981949"
"EXPECTED","3.238679577195486","0.951706763308998","2.2470849604978635","2.7285546093224027","4.7040134212571125"
"EXPECTED","0.8815990187320714","0.41413432000724026","0.285075635443636","1.5870702098082523","5.2075651477919"
"EXPECTED","1.9804102894099558","2.76381978877415","0.652338824311699","2.0267001662423776","4.838930496571008"
"EXPECTED","1.296479428829765","1.7909483174287992","1.4338098440187672","2.0065773369676623","5.334470743136365"
"EXPECTED","-0.39798072912087745","3.252171692241392","1.063973943747563","1.8047884917088","5.151855219682325"
"EXPECTED","1.0407554113332316","1.6281239742461464","2.0031257763171615","2.412962895207783","4.809533873094976"
"EXPECTED","1.8664721610558823","2.689249064114635","0.3837917157799282","2.0067503317799287","4.980713998206646"
"EXPECTED","2.0136498500620856","2.315142296142694","1.491957719218067","3.188560885796602","5.00926764154888"
"EXPECTED","0.7179516167764153","1.5867677585251712","1.8830530694450247","1.1187981890951746","5.197989946267295"
"EXPECTED","1.000511824674094","2.300436502014945","1.1407041559481639","1.4142098530834022","5.69255071371123"
"EXPECTED","-0.9049479693715015","2.171293712233993","1.2141193362916236","2.12244028931819","5.1446043080389305"
"EXPECTED","-0.7473504837935945","1.712495533364001","0.4994492048681167","1.3835241706504644","5.1867699694079805"
"EXPECTED","2.178448953164274","2.700740835969519","0.8148604078698105","2.1797173149201363","4.755306746303175"
"EXPECTED","0.4571165051814431","1.4657495323339185","0.7990357460816224","2.379265170138197","4.99641089380705"
"EXPECTED","1.800776657319811","0.20217624398860679","1.21612228518232","2.3297185142795005","5.298346171890802"
"EXPECTED","0.216696297006725","2.749975970193863","2.271396307665023","1.0349378082975604","4.8489215055303365"
"EXPECTED","0.15635196896796955","1.736679399546526","1.5495494691366019","3.5968472389476434","4.971439754320953"
"EXPECTED","0.36666969182653564","1.244485536010402","0.5906156112421954","1.581702259476897","4.734518295516295"
"EXPECTED","-0.36646619879662135","2.4632179793274522","1.1388458364621037","3.5221999533648862","4.587144306280392"
"EXPECTED","0.9034328218231605","1.4971904372118119","1.481206530531982","2.564696164298592","4.570337594589557"
"EXPECTED","0.3923445108657254","2.111065534467564","0.7671156644906337","1.9612407036932287","5.308700844214747"
"EXPECTED","-0.2955512574246959","2.336068180352552","1.3557546558282392","1.036833477353265","5.437489699542394"
"EXPECTED","1.7292916066636432","2.244097215471614","0.563163031817969","2.214587507412561","5.498905313893475"
"EXPECTED","0.3933699184546211","2.1530797941673745","1.417575632691626","0.8891914693844953","4.943801537316747"
"EXPECTED","0.7628268101190432","1.7263944324419003","0.35798268823801704","-0.35757405844464385","5.350563584123153"
"EXPECTED","2.0170319029404156","2.527128457917036","0.9937284445790029","2.7683352752143993","5.207548750522908"
"EXPECTED","0.7978982572146747","2.3810429325604603","0.8095385405633504","1.178705351673405","4.506878469685619"
"EXPECTED","2.413695422169287","1.7951562306085547","1.1282479360479745","2.2911945328942167","4.592269389575791"
"EXPECTED","0.02901662476277289","2.5653585585912335","0.9426723148138492","1.2745716419636697","4.941634304575053"
"EXPECTED","-0.10835588160331278","2.052075645058362","0.7622087143986169","3.393005746071217","5.056078507040358"
"EXPECTED","2.183909033847694","3.6673763848315852","0.9316039515818764","3.9347417157789515","4.880673755190074"
"EXPECTED","0.045556147061948105","1.7914463308065722","0.7808164168970694","1.0591177872373174","4.961038739123132"
"EXPECTED","-0.4619579327849488","1.7017889294809614","0.8168354947854517","0.9998576290326695","5.05043867430885"
"EXPECTED","1.4765068737974307","2.713782041055431","0.6760642860367052","1.609926823223577","4.793433905411097"
"EXPECTED","2.461646282532089","2.5714852697489885","0.6956985188706477","2.4701420773686054","5.077866921750365"
"EXPECTED","1.1634368318676214","2.6355427624228884","0.41320811530482693","0.6435523560226564","4.790963072818515"
"EXPECTED","0.6661626238474659","1.6727374912984745","0.337710998352465","1.2077469130522767","5.584238242438075"
"EXPECTED","-0.07661215203567728","0.9322328113057388","1.3194977880249177","1.0920850746857942","5.107414202466558"
"EXPECTED","0.57723146592684","2.404311024661654","1.3029409556561018","1.526762705013213","5.371378443988357"
"EXPECTED","0.8125944646049089","2.3654780815753265","0.4875787076081425","2.8662893362838533","5.373031515839493"
"EXPECTED","2.045122588166267","1.0848023639019027","0.6275475332522024","2.3851119338051916","4.460948068161696"
"EXPECTED","3.240730965222578","2.713816755055032","1.0860686324965159","1.3505947513687089","4.767354104676551"
"EXPECTED","1.1388301866673918","1.806940906959551","0.8318966463215038","2.4566962879997436","4.721561828250431"
"EXPECTED","1.6006015919941898","0.8737951139870141","1.547825013130704","2.749672342624856","4.865470197452038"
"EXPECTED","1.354978750851367","2.11457065108176","1.383356185641929","2.664652072855363","4.550410034541632"
"EXPECTED","1.498845126481048","2.7625033098591194","0.5630683066181217","3.6549029368606005","5.020175705623832"
"EXPECTED","1.6883531168505754","2.284648723418265","1.2555528076053903","1.8654944432061147","4.7120880763957835"
"EXPECTED","1.688747477837806","1.0201824422394834","0.4337860515231383","2.3946174613671505","5.161559094124023"
"EXPECTED","0.6609706305584383","1.5442077070139635","1.2980552621987107","-1.9216715751373825","4.5324051667528"
"EXPECTED","0.1381303355059612","1.8387678348692644","0.8850315247653365","2.55237978405834","4.41855767333445"
"EXPECTED","0.7708620789136875","2.2887176882254616","1.3030046971608722","2.295394406155189","5.410394724857381"
"EXPECTED","1.9849508941149852","1.473716080950525","1.4588811978279024","2.569027701300598","5.4262746949604175"
"EXPECTED","0.32231684859891296","2.203421632704859","0.04680530684103468","2.205785050343283","4.722867808293161"
"EXPECTED","1.1547243490705625","2.1903262257493","1.1314379944181265","2.207649518421881","5.0082964250410535"
"EXPECTED","1.694733700907498","2.937685695479692","0.4603406311967648","0.34383813771383354","4.8875750670834215"
"EXPECTED","1.2563930080820593","2.327270352156728","1.0128375753165557","2.9120333988104647","4.723188357809342"
"EXPECTED","0.6497120836348343","2.205424941658073","1.118653166933919","1.0346185600146853","5.1817536801609165"
"EXPECTED","1.5375785564150202","1.496409211933046","1.816488802547697","2.5868620430977276","5.292734993544091"
"EXPECTED","1.622689657813992","2.2322608560892805","1.076155618335297","1.0584322818533867","5.6926261129542866"
"EXPECTED","2.254891103597646","1.1876002400988623","0.49851445674245254","0.7573739014145673","4.510957905422038"
"EXPECTED","0.7002313620527041","2.32625292116739","0.681268882875122","2.1116016714860693","5.107298166394939"
"EXPECTED","2.4439161152072746","2.568679395682109","0.9902244044324755","1.4481328184312965","4.499704308394966"
"EXPECTED","1.7176989546629513","2.1538413746986778","1.5972191031909198","1.8941063297246903","5.027512229678088"
"EXPECTED","2.2698943629325563","2.1691145262223444","1.6322411970543023","2.93541935404133","4.737282599602067"
"EXPECTED","1.4923616875238996","1.4849270627890312","1.4384808957743034","0.8503277283690278","4.572249123082716"
"EXPECTED","-0.22261270032155878","1.8074419944520683","0.8123667878388735","1.5046064602422706","4.7714478623271495"
"EXPECTED","1.003164523544365","2.4904826313499075","0.41806390566949825","2.7112844615503984","4.726978243299903"
"EXPECTED","-0.3866805802787314","3.1408320147143263","1.4849578280185856","3.13703331492243","4.401567892228105"
"EXPECTED","1.2063807235181856","1.179496036549439","1.2139099652765977","1.5632289400469686","5.402902815480217"
"EXPECTED","0.6989787638506528","2.187523989476292","0.8419020693800645","2.9205646414471937","4.8692513084360485"
"EXPECTED","1.6195339096677697","2.8004815048196265","1.9126736296518212","0.6413676595932167","4.89069038094154"
"EXPECTED","0.6856805308560234","2.5678877841054057","0.3704764283499937","0.947741041031396","5.229940418768712"
"EXPECTED","2.2335174116756304","2.749490384950421","0.8927358626982574","1.868257250535613","4.9202033756431796"
"EXPECTED","1.5141179681049175","1.317417738268773","0.9813770461547744","0.022145653032546564","4.862058252218841"
"EXPECTED","0.5010725939402414","1.0871205473760621","1.0923861225152032","2.3992625842496214","5.249158908084635"
"EXPECTED","0.9077015853828342","2.912039680275253","1.0919301329020603","3.165628051372031","4.904757005900462"
"EXPECTED","0.9056444126902637","2.297005358046202","1.141441205816185","-0.07585363302294512","4.931411352909921"
"EXPECTED","2.1847641147455104","3.2258288600589857","2.441663257956418","1.2590460143688023","5.030263000371127"
"EXPECTED","1.117847975924207","2.4720909221050684","0.9701709158129843","2.4673079243250813","4.75809146890997"
"EXPECTED","0.3743461074295187","1.9684662909571629","1.0579060516058452","1.055608492504558","5.198780143669152"
"EXPECTED","0.7143324366013317","1.7695991855372288","1.15226390045923","3.6478107505139925","5.135127188291882"
"EXPECTED","0.7406653530110143","2.445469117449569","1.306685912434133","2.065383607785672","4.890602670908093"
"EXPECTED","0.0887360248549447","1.564637535582552","1.5656712084291375","1.8357472940165551","5.310043183246336"
"EXPECTED","0.26072829244023776","1.4651685167394954","1.1147371587831467","1.7969610648578775","5.098499546372441"
"EXPECTED","-0.44530137907977463","3.2448947378547706","0.6767372020299055","1.6282109301374232","4.7147184368957715"
"EXPECTED","-0.6289204192865128","1.807158997708219","1.023874667837124","3.1342955258324317","5.61347208368093"
"EXPECTED","1.5459279362313725","2.885027085272785","0.9711830304139144","3.9182021872213952","4.7830597602308185"
"EXPECTED","0.8615415874132064","1.2311915961432582","0.7872186952154341","1.595940642946174","5.208713155227563"
"EXPECTED","1.5952098639117054","1.6959689260810684","1.250997810924078","1.4840410994291884","5.179214981419431"
"EXPECTED","2.553065348693681","2.3750783832219433","0.6554985403747933","2.5340001417357545","5.131647249384571"
"EXPECTED","1.5771965852607126","1.2380805489064581","1.4914275469477976","3.322844234953047","5.355816720075383"
"EXPECTED","0.293946604959638","2.2332981217028","1.2735049768662334","0.23425452071916997","5.229248779497507"
"EXPECTED","0.7552200260542739","1.4638485819285614","0.944333982287716","1.4847471313941751","4.923017799423229"
"EXPECTED","1.1867654871385296","2.2823367969149166","1.2730331571515223","1.7531034864875998","4.872020852263009"
"EXPECTED","1.0952707392043177","2.9518608709520113","0.8664277949144928","-0.17839940293722245","5.476915410310777"
"EXPECTED","-0.6809113383323897","2.0336589260334184","0.5236254053202083","1.8826603760891965","5.392841697222052"
"EXPECTED","1.5632922700893293","2.9989421512598855","1.1905677011009979","1.605073890795238","4.9296471405808"
"EXPECTED","1.2026285928466949","1.828986894525269","1.1915212329712705","2.058973523295769","4.592724445552824"
"EXPECTED","0.7787727352123788","2.043076863129758","1.2339835088211004","0.6535241299468979","4.9426987744768365"
"EXPECTED","0.759779280058335","2.5984297255628936","0.2863831681002642","2.283689536557429","5.008340343435405"
"EXPECTED","1.4612392221655255","3.230592499098853","1.2217500346927297","1.7553788582920609","5.271182247433781"
"EXPECTED","0.46174371382737","2.2208789362268053","1.2032170242181424","0.6515780341549924","4.280870203321064"
"EXPECTED","0.8927998781306551","2.0795234869785504","1.704936947077098","1.5573549306731198","5.151393787966653"
"EXPECTED","1.2949924027990485","1.9995310552002148","1.337964111967958","1.5369542352612424","4.357947843961835"
"EXPECTED","1.4790029913518028","0.5997227043873441","0.6823632120543996","0.7189293362687279","4.7310709616691184"
"EXPECTED","0.9026866135989797","1.6784683472750028","0.9627553323240372","1.6453661854580581","5.0702454879519046"
"EXPECTED","-0.9429474561167988","2.332025831994169","1.8265782137708173","1.3235842439233827","5.038569847633122"
"EXPECTED","-1.1219648725670517","2.9635195408605695","0.7906924872719803","0.003759485550625996","4.732263304504462"
"EXPECTED","1.7837662965529564","2.1218907010875627","0.9746386523023421","3.1199964064558987","4.927897124194548"
"EXPECTED","1.9688286321118986","1.1943549840955667","1.4587278634265943","2.406439892893968","5.240023945937729"
"EXPECTED","1.0654166208935325","1.509168879001828","1.041265467140084","2.652736949075469","4.952662701740516"
"EXPECTED","1.1633914884178227","3.0047886469292795","1.3357539119571444","2.3764356236356994","4.716540075628355"
"EXPECTED","-0.3662271370575645","0.8836220077787722","1.3357134428977626","2.0682157334522273","5.244643740810224"
"EXPECTED","1.6792762106302281","2.702076654312129","0.183313451904909","3.637551398250231","4.269665155968136"
"EXPECTED","0.3630981901850152","1.8550106660781724","1.1057715937866643","0.7734331360049813","4.820442671465486"
"EXPECTED","-0.9193993839014876","2.405758030431962","0.8731860579075937","2.4337591908331255","4.290858876754923"
"EXPECTED","-1.0296781268584754","2.4333201963738427","1.6533991486844712","0.9857202750582783","5.182648456919649"
"EXPECTED","1.0496811429727595","2.0137706154857824","0.5912403103329048","2.40633778773052","5.1671676489860765"
"EXPECTED","0.65124538431291","1.3641738896825308","0.5128697413930294","2.952043206164756","5.066860673024042"
"EXPECTED","2.1014813100540106","2.1904520112067516","1.6042474896571748","2.9247695283012876","5.266199794348926"
